"Terminal Date","Amount","Paid Duration","Park","Meter Description","End Date"
"43317.90625","3.0","3 h ","Town of Amherst, MA","BA Main","43318.03125"
"43317.785416666666","1.25","1 h 15 m ","Town of Amherst, MA","BA Main","43317.8375"
"43317.759722222225","2.0","2 h ","Town of Amherst, MA","BA Main","43317.84305555555"
"43317.75555555556","1.0","1 h ","Town of Amherst, MA","SP Main","43317.79722222222"
"43317.754166666666","0.5","1 h 18 m ","Town of Amherst, MA","SP Main","43317.77638888889"
"43317.74652777778","0.25","15 m ","Town of Amherst, MA","BA Main","43317.756944444445"
"43317.72222222222","0.8","48 m ","Town of Amherst, MA","SP Main","43317.75555555556"
"43317.67291666667","1.0","1 h ","Town of Amherst, MA","BA Main","43317.714583333334"
"43317.646527777775","1.5","1 h 30 m ","Town of Amherst, MA","BA Main","43317.709027777775"
"43317.61944444444","0.45","27 m ","Town of Amherst, MA","BA Main","43317.638194444444"
"43317.61041666667","1.0","1 h ","Town of Amherst, MA","SP Main","43317.652083333334"
"43317.60555555556","1.25","1 h 15 m ","Town of Amherst, MA","SP Main","43317.657638888886"
"43317.575694444444","1.25","1 h 15 m ","Town of Amherst, MA","BA Main","43317.62777777778"
"43317.55416666667","1.0","1 h ","Town of Amherst, MA","BA Main","43317.59583333333"
"43317.53333333333","1.25","1 h 15 m ","Town of Amherst, MA","BA Main","43317.58541666667"
"43317.44305555556","0.5","30 m ","Town of Amherst, MA","SP Main","43317.46388888889"
"43317.41875","4.0","4 h ","Town of Amherst, MA","BA Main","43317.58541666667"
"43317.39861111111","0.25","15 m ","Town of Amherst, MA","BA Main","43317.40902777778"
"43316.81736111111","1.25","1 h 15 m ","Town of Amherst, MA","BA Main","43316.86944444444"
"43316.816666666666","0.5","30 m ","Town of Amherst, MA","BA Main","43316.8375"
"43316.81180555555","0.55","33 m ","Town of Amherst, MA","SP Main","43316.83472222222"
"43316.80972222222","0.5","30 m ","Town of Amherst, MA","BA Main","43316.830555555556"
"43316.80972222222","0.5","30 m ","Town of Amherst, MA","SP Main","43316.830555555556"
"43316.80763888889","0.5","30 m ","Town of Amherst, MA","BA Main","43316.82847222222"
"43316.80416666667","3.0","3 h ","Town of Amherst, MA","BA Main","43316.92916666667"
"43316.802777777775","0.75","45 m ","Town of Amherst, MA","BA Main","43316.834027777775"
"43316.8","1.0","1 h ","Town of Amherst, MA","BA Main","43316.84166666667"
"43316.79583333333","1.0","1 h ","Town of Amherst, MA","BA Main","43316.8375"
"43316.79513888889","0.5","30 m ","Town of Amherst, MA","BA Main","43316.81597222222"
"43316.794444444444","1.0","1 h ","Town of Amherst, MA","BA Main","43316.83611111111"
"43316.79305555556","1.0","1 h ","Town of Amherst, MA","SP Main","43316.83472222222"
"43316.790972222225","1.0","1 h ","Town of Amherst, MA","BA Main","43316.83263888889"
"43316.788194444445","1.15","1 h 9 m ","Town of Amherst, MA","BA Main","43316.83611111111"
"43316.7875","1.0","1 h ","Town of Amherst, MA","BA Main","43316.82916666667"
"43316.779861111114","1.5","1 h 30 m ","Town of Amherst, MA","BA Main","43316.842361111114"
"43316.77361111111","1.25","1 h 15 m ","Town of Amherst, MA","BA Main","43316.825694444444"
"43316.76736111111","1.5","1 h 30 m ","Town of Amherst, MA","BA Main","43316.82986111111"
"43316.75625","1.75","1 h 45 m ","Town of Amherst, MA","SP Main","43316.82916666667"
"43316.75625","0.75","45 m ","Town of Amherst, MA","BA Main","43316.7875"
"43316.75486111111","2.0","2 h ","Town of Amherst, MA","BA Main","43316.83819444444"
"43316.748611111114","2.25","2 h 15 m ","Town of Amherst, MA","BA Main","43316.842361111114"
"43316.74722222222","2.25","2 h 15 m ","Town of Amherst, MA","BA Main","43316.84097222222"
"43316.74652777778","2.25","2 h 15 m ","Town of Amherst, MA","SP Main","43316.84027777778"
"43316.74652777778","0.5","30 m ","Town of Amherst, MA","BA Main","43316.76736111111"
"43316.745833333334","2.25","2 h 15 m ","Town of Amherst, MA","BA Main","43316.839583333334"
"43316.74375","1.65","1 h 39 m ","Town of Amherst, MA","BA Main","43316.8125"
"43316.743055555555","0.25","15 m ","Town of Amherst, MA","BA Main","43316.75347222222"
"43316.74166666667","1.0","1 h ","Town of Amherst, MA","BA Main","43316.78333333333"
"43316.74097222222","1.0","2 h ","Town of Amherst, MA","BA Main","43316.82361111111"
"43316.740277777775","1.0","1 h ","Town of Amherst, MA","BA Main","43316.78194444445"
"43316.739583333336","1.0","1 h ","Town of Amherst, MA","BA Main","43316.78125"
"43316.73888888889","0.3","18 m ","Town of Amherst, MA","BA Main","43316.751388888886"
"43316.73541666667","1.25","1 h 15 m ","Town of Amherst, MA","BA Main","43316.7875"
"43316.73541666667","1.0","1 h ","Town of Amherst, MA","SP Main","43316.777083333334"
"43316.722916666666","0.6","36 m ","Town of Amherst, MA","BA Main","43316.74791666667"
"43316.720138888886","4.0","4 h ","Town of Amherst, MA","SP Main","43316.88680555556"
"43316.71388888889","0.85","51 m ","Town of Amherst, MA","BA Main","43316.74930555555"
"43316.7125","3.0","3 h ","Town of Amherst, MA","SP Main","43316.8375"
"43316.709027777775","4.0","4 h ","Town of Amherst, MA","SP Main","43316.87569444445"
"43316.69861111111","0.5","30 m ","Town of Amherst, MA","BA Main","43316.71944444445"
"43316.69652777778","2.0","2 h ","Town of Amherst, MA","BA Main","43316.779861111114"
"43316.69583333333","1.75","1 h 45 m ","Town of Amherst, MA","BA Main","43316.76875"
"43316.68958333333","1.0","1 h ","Town of Amherst, MA","BA Main","43316.73125"
"43316.6875","1.95","1 h 57 m ","Town of Amherst, MA","SP Main","43316.76875"
"43316.68472222222","0.75","1 h 45 m ","Town of Amherst, MA","SP Main","43316.725694444445"
"43316.68125","2.75","2 h 45 m ","Town of Amherst, MA","BA Main","43316.79583333333"
"43316.67986111111","1.75","1 h 45 m ","Town of Amherst, MA","BA Main","43316.75277777778"
"43316.67152777778","0.05","3 m ","Town of Amherst, MA","BA Main","43316.67361111111"
"43316.67013888889","1.0","1 h ","Town of Amherst, MA","BA Main","43316.711805555555"
"43316.66805555556","2.0","2 h ","Town of Amherst, MA","SP Main","43316.751388888886"
"43316.66805555556","4.0","4 h ","Town of Amherst, MA","BA Main","43316.83472222222"
"43316.663194444445","1.5","1 h 30 m ","Town of Amherst, MA","SP Main","43316.725694444445"
"43316.6625","0.35","21 m ","Town of Amherst, MA","SP Main","43316.677083333336"
"43316.6625","0.35","21 m ","Town of Amherst, MA","BA Main","43316.677083333336"
"43316.66111111111","4.0","4 h ","Town of Amherst, MA","BA Main","43316.82777777778"
"43316.65277777778","1.0","1 h ","Town of Amherst, MA","SP Main","43316.694444444445"
"43316.64791666667","2.5","2 h 30 m ","Town of Amherst, MA","SP Main","43316.75208333333"
"43316.63055555556","0.9","54 m ","Town of Amherst, MA","BA Main","43316.66805555556"
"43316.61944444444","4.0","4 h ","Town of Amherst, MA","BA Main","43316.78611111111"
"43316.615277777775","3.75","3 h 45 m ","Town of Amherst, MA","SP Main","43316.771527777775"
"43316.61319444444","0.5","30 m ","Town of Amherst, MA","SP Main","43316.63402777778"
"43316.6125","1.5","1 h 30 m ","Town of Amherst, MA","BA Main","43316.675"
"43316.611805555556","1.0","1 h ","Town of Amherst, MA","SP Main","43316.65347222222"
"43316.611805555556","0.5","30 m ","Town of Amherst, MA","BA Main","43316.63263888889"
"43316.60902777778","1.5","1 h 30 m ","Town of Amherst, MA","BA Main","43316.67152777778"
"43316.6","2.5","2 h 30 m ","Town of Amherst, MA","BA Main","43316.70416666667"
"43316.59375","1.25","1 h 15 m ","Town of Amherst, MA","SP Main","43316.645833333336"
"43316.58263888889","3.0","3 h ","Town of Amherst, MA","BA Main","43316.70763888889"
"43316.58125","0.5","1 h 45 m ","Town of Amherst, MA","BA Main","43316.62777777778"
"43316.57847222222","2.5","2 h 30 m ","Town of Amherst, MA","SP Main","43316.68263888889"
"43316.57361111111","1.5","1 h 30 m ","Town of Amherst, MA","SP Main","43316.63611111111"
"43316.572916666664","0.75","45 m ","Town of Amherst, MA","SP Main","43316.604166666664"
"43316.572222222225","2.5","2 h 30 m ","Town of Amherst, MA","BA Main","43316.67638888889"
"43316.57152777778","1.5","1 h 30 m ","Town of Amherst, MA","BA Main","43316.63402777778"
"43316.57083333333","0.75","45 m ","Town of Amherst, MA","SP Main","43316.60208333333"
"43316.57083333333","0.75","45 m ","Town of Amherst, MA","BA Main","43316.60208333333"
"43316.569444444445","1.75","1 h 45 m ","Town of Amherst, MA","SP Main","43316.64236111111"
"43316.569444444445","2.0","2 h ","Town of Amherst, MA","BA Main","43316.65277777778"
"43316.56875","2.0","2 h ","Town of Amherst, MA","SP Main","43316.652083333334"
"43316.56875","0.75","45 m ","Town of Amherst, MA","BA Main","43316.6"
"43316.566666666666","1.0","1 h ","Town of Amherst, MA","BA Main","43316.60833333333"
"43316.56527777778","3.25","3 h 15 m ","Town of Amherst, MA","BA Main","43316.700694444444"
"43316.563888888886","3.0","3 h ","Town of Amherst, MA","BA Main","43316.688888888886"
"43316.55972222222","0.5","1 h ","Town of Amherst, MA","BA Main","43316.6"
"43316.55902777778","1.5","1 h 30 m ","Town of Amherst, MA","SP Main","43316.62152777778"
"43316.558333333334","0.5","30 m ","Town of Amherst, MA","BA Main","43316.57916666667"
"43316.55763888889","1.25","1 h 15 m ","Town of Amherst, MA","BA Main","43316.60972222222"
"43316.55694444444","4.0","4 h ","Town of Amherst, MA","BA Main","43316.72361111111"
"43316.55625","1.25","1 h 15 m ","Town of Amherst, MA","SP Main","43316.60833333333"
"43316.55486111111","1.25","1 h 15 m ","Town of Amherst, MA","BA Main","43316.606944444444"
"43316.55416666667","0.75","45 m ","Town of Amherst, MA","SP Main","43316.58541666667"
"43316.552777777775","0.5","30 m ","Town of Amherst, MA","SP Main","43316.57361111111"
"43316.552083333336","1.55","1 h 33 m ","Town of Amherst, MA","BA Main","43316.61666666667"
"43316.55069444444","3.25","3 h 15 m ","Town of Amherst, MA","BA Main","43316.686111111114"
"43316.549305555556","2.75","2 h 45 m ","Town of Amherst, MA","SP Main","43316.66388888889"
"43316.54791666667","0.75","45 m ","Town of Amherst, MA","SP Main","43316.57916666667"
"43316.54513888889","1.0","1 h ","Town of Amherst, MA","SP Main","43316.586805555555"
"43316.54652777778","0.35","57 m ","Town of Amherst, MA","BA Main","43316.572916666664"
"43316.54375","1.55","1 h 33 m ","Town of Amherst, MA","SP Main","43316.60833333333"
"43316.541666666664","2.0","2 h ","Town of Amherst, MA","BA Main","43316.625"
"43316.53472222222","0.75","45 m ","Town of Amherst, MA","SP Main","43316.56597222222"
"43316.53333333333","0.6","36 m ","Town of Amherst, MA","BA Main","43316.558333333334"
"43316.529861111114","2.0","2 h ","Town of Amherst, MA","BA Main","43316.61319444444"
"43316.52847222222","1.0","1 h ","Town of Amherst, MA","BA Main","43316.57013888889"
"43316.52222222222","2.25","2 h 15 m ","Town of Amherst, MA","SP Main","43316.61597222222"
"43316.518055555556","4.0","4 h ","Town of Amherst, MA","BA Main","43316.68472222222"
"43316.51736111111","1.75","1 h 45 m ","Town of Amherst, MA","BA Main","43316.59027777778"
"43316.51666666667","1.0","1 h ","Town of Amherst, MA","BA Main","43316.558333333334"
"43316.51111111111","1.5","1 h 30 m ","Town of Amherst, MA","BA Main","43316.57361111111"
"43316.509722222225","1.5","1 h 30 m ","Town of Amherst, MA","BA Main","43316.572222222225"
"43316.50763888889","0.5","30 m ","Town of Amherst, MA","BA Main","43316.52847222222"
"43316.50625","1.0","1 h ","Town of Amherst, MA","BA Main","43316.54791666667"
"43316.50555555556","4.0","4 h ","Town of Amherst, MA","BA Main","43316.67222222222"
"43316.504166666666","2.5","2 h 30 m ","Town of Amherst, MA","BA Main","43316.60833333333"
"43316.50347222222","1.5","1 h 30 m ","Town of Amherst, MA","BA Main","43316.56597222222"
"43316.50208333333","1.5","1 h 30 m ","Town of Amherst, MA","BA Main","43316.56458333333"
"43316.498611111114","2.0","2 h ","Town of Amherst, MA","SP Main","43316.58194444444"
"43316.49652777778","0.5","30 m ","Town of Amherst, MA","SP Main","43316.51736111111"
"43316.49097222222","1.0","1 h ","Town of Amherst, MA","SP Main","43316.532638888886"
"43316.489583333336","1.5","1 h 30 m ","Town of Amherst, MA","BA Main","43316.552083333336"
"43316.48888888889","2.0","2 h ","Town of Amherst, MA","SP Main","43316.572222222225"
"43316.48888888889","2.0","2 h ","Town of Amherst, MA","BA Main","43316.572222222225"
"43316.48402777778","1.25","1 h 15 m ","Town of Amherst, MA","SP Main","43316.53611111111"
"43316.48402777778","1.5","1 h 30 m ","Town of Amherst, MA","BA Main","43316.54652777778"
"43316.48125","0.5","30 m ","Town of Amherst, MA","BA Main","43316.50208333333"
"43316.47777777778","1.5","1 h 30 m ","Town of Amherst, MA","BA Main","43316.54027777778"
"43316.46944444445","2.25","2 h 15 m ","Town of Amherst, MA","BA Main","43316.56319444445"
"43316.467361111114","0.5","30 m ","Town of Amherst, MA","SP Main","43316.48819444444"
"43316.46666666667","1.25","1 h 15 m ","Town of Amherst, MA","BA Main","43316.51875"
"43316.46527777778","0.5","30 m ","Town of Amherst, MA","BA Main","43316.48611111111"
"43316.46388888889","0.3","18 m ","Town of Amherst, MA","BA Main","43316.47638888889"
"43316.45972222222","2.25","2 h 15 m ","Town of Amherst, MA","BA Main","43316.55347222222"
"43316.459027777775","1.45","1 h 27 m ","Town of Amherst, MA","SP Main","43316.51944444444"
"43316.459027777775","1.75","1 h 45 m ","Town of Amherst, MA","BA Main","43316.53194444445"
"43316.45694444444","2.5","2 h 30 m ","Town of Amherst, MA","SP Main","43316.561111111114"
"43316.455555555556","0.5","30 m ","Town of Amherst, MA","SP Main","43316.47638888889"
"43316.455555555556","0.3","18 m ","Town of Amherst, MA","BA Main","43316.46805555555"
"43316.45486111111","1.0","1 h ","Town of Amherst, MA","BA Main","43316.49652777778"
"43316.45416666667","1.25","1 h 15 m ","Town of Amherst, MA","SP Main","43316.50625"
"43316.45416666667","1.25","1 h 15 m ","Town of Amherst, MA","BA Main","43316.50625"
"43316.45208333333","3.0","3 h ","Town of Amherst, MA","SP Main","43316.57708333333"
"43316.45138888889","3.0","3 h ","Town of Amherst, MA","SP Main","43316.57638888889"
"43316.45","1.0","1 h ","Town of Amherst, MA","BA Main","43316.49166666667"
"43316.44930555556","0.75","45 m ","Town of Amherst, MA","BA Main","43316.48055555556"
"43316.44861111111","0.75","45 m ","Town of Amherst, MA","BA Main","43316.47986111111"
"43316.447222222225","4.0","4 h ","Town of Amherst, MA","SP Main","43316.61388888889"
"43316.447222222225","0.5","30 m ","Town of Amherst, MA","BA Main","43316.46805555555"
"43316.44652777778","0.5","30 m ","Town of Amherst, MA","BA Main","43316.467361111114"
"43316.44513888889","0.25","15 m ","Town of Amherst, MA","SP Main","43316.455555555556"
"43316.4375","0.25","15 m ","Town of Amherst, MA","SP Main","43316.447916666664"
"43316.4375","0.5","30 m ","Town of Amherst, MA","BA Main","43316.458333333336"
"43316.436111111114","2.75","2 h 45 m ","Town of Amherst, MA","SP Main","43316.55069444444"
"43316.430555555555","0.6","36 m ","Town of Amherst, MA","BA Main","43316.455555555556"
"43316.42986111111","0.35","21 m ","Town of Amherst, MA","BA Main","43316.444444444445"
"43316.42916666667","1.0","1 h ","Town of Amherst, MA","BA Main","43316.47083333333"
"43316.42291666667","0.5","30 m ","Town of Amherst, MA","BA Main","43316.44375"
"43316.419444444444","0.25","15 m ","Town of Amherst, MA","BA Main","43316.42986111111"
"43316.41805555556","0.35","21 m ","Town of Amherst, MA","SP Main","43316.43263888889"
"43316.41388888889","0.3","18 m ","Town of Amherst, MA","SP Main","43316.42638888889"
"43316.4125","1.25","1 h 15 m ","Town of Amherst, MA","BA Main","43316.464583333334"
"43316.41180555556","0.25","15 m ","Town of Amherst, MA","SP Main","43316.42222222222"
"43316.40833333333","0.5","30 m ","Town of Amherst, MA","SP Main","43316.42916666667"
"43316.407638888886","0.3","18 m ","Town of Amherst, MA","BA Main","43316.42013888889"
"43316.39722222222","2.0","2 h ","Town of Amherst, MA","BA Main","43316.48055555556"
"43316.395833333336","1.05","1 h 3 m ","Town of Amherst, MA","BA Main","43316.43958333333"
"43316.39375","0.75","45 m ","Town of Amherst, MA","SP Main","43316.425"
"43316.39097222222","2.75","2 h 45 m ","Town of Amherst, MA","BA Main","43316.50555555556"
"43316.388194444444","1.45","1 h 27 m ","Town of Amherst, MA","BA Main","43316.44861111111"
"43316.38263888889","0.5","30 m ","Town of Amherst, MA","BA Main","43316.40347222222"
"43316.350694444445","1.25","1 h 15 m ","Town of Amherst, MA","BA Main","43316.40277777778"
"43316.31597222222","0.5","30 m ","Town of Amherst, MA","SP Main","43316.336805555555"
"43315.96527777778","0.5","30 m ","Town of Amherst, MA","SP Main","43315.98611111111"
"43315.87847222222","0.25","15 m ","Town of Amherst, MA","BA Main","43315.88888888889"
"43315.85902777778","0.25","15 m ","Town of Amherst, MA","BA Main","43315.86944444444"
"43315.819444444445","0.5","30 m ","Town of Amherst, MA","BA Main","43315.84027777778"
"43315.81875","0.5","30 m ","Town of Amherst, MA","BA Main","43315.839583333334"
"43315.81805555556","0.5","30 m ","Town of Amherst, MA","BA Main","43315.83888888889"
"43315.813888888886","0.5","30 m ","Town of Amherst, MA","SP Main","43315.83472222222"
"43315.808333333334","0.75","45 m ","Town of Amherst, MA","BA Main","43315.839583333334"
"43315.80694444444","0.75","45 m ","Town of Amherst, MA","BA Main","43315.83819444444"
"43315.80625","0.5","1 h ","Town of Amherst, MA","BA Main","43315.84652777778"
"43315.80486111111","0.5","30 m ","Town of Amherst, MA","BA Main","43315.825694444444"
"43315.802083333336","2.5","2 h 30 m ","Town of Amherst, MA","BA Main","43315.90625"
"43315.79513888889","1.0","1 h ","Town of Amherst, MA","BA Main","43315.836805555555"
"43315.79375","1.0","1 h ","Town of Amherst, MA","SP Main","43315.83541666667"
"43315.79375","1.0","1 h ","Town of Amherst, MA","BA Main","43315.83541666667"
"43315.79236111111","1.25","1 h 15 m ","Town of Amherst, MA","SP Main","43315.84444444445"
"43315.79236111111","1.0","1 h ","Town of Amherst, MA","BA Main","43315.834027777775"
"43315.79027777778","0.5","30 m ","Town of Amherst, MA","BA Main","43315.811111111114"
"43315.78402777778","1.05","1 h 3 m ","Town of Amherst, MA","BA Main","43315.82777777778"
"43315.782638888886","0.25","15 m ","Town of Amherst, MA","BA Main","43315.79305555556"
"43315.774305555555","2.0","2 h ","Town of Amherst, MA","BA Main","43315.85763888889"
"43315.770833333336","2.0","2 h ","Town of Amherst, MA","BA Main","43315.854166666664"
"43315.768055555556","1.75","1 h 45 m ","Town of Amherst, MA","SP Main","43315.84097222222"
"43315.7625","1.25","1 h 15 m ","Town of Amherst, MA","SP Main","43315.81458333333"
"43315.759722222225","0.5","30 m ","Town of Amherst, MA","BA Main","43315.78055555555"
"43315.75763888889","1.25","1 h 15 m ","Town of Amherst, MA","BA Main","43315.80972222222"
"43315.75208333333","1.5","1 h 30 m ","Town of Amherst, MA","SP Main","43315.81458333333"
"43315.74930555555","2.0","2 h ","Town of Amherst, MA","BA Main","43315.83263888889"
"43315.743055555555","0.5","30 m ","Town of Amherst, MA","BA Main","43315.76388888889"
"43315.73402777778","1.75","1 h 45 m ","Town of Amherst, MA","BA Main","43315.80694444444"
"43315.728472222225","2.75","2 h 45 m ","Town of Amherst, MA","BA Main","43315.84305555555"
"43315.72708333333","2.5","2 h 30 m ","Town of Amherst, MA","BA Main","43315.83125"
"43315.72430555556","3.0","3 h ","Town of Amherst, MA","BA Main","43315.84930555556"
"43315.722916666666","1.5","1 h 30 m ","Town of Amherst, MA","SP Main","43315.785416666666"
"43315.720138888886","0.5","2 h 45 m ","Town of Amherst, MA","BA Main","43315.833333333336"
"43315.71875","2.25","2 h 15 m ","Town of Amherst, MA","BA Main","43315.8125"
"43315.71319444444","2.0","2 h ","Town of Amherst, MA","SP Main","43315.79652777778"
"43315.71319444444","2.0","2 h ","Town of Amherst, MA","BA Main","43315.79652777778"
"43315.711805555555","1.25","3 h 6 m ","Town of Amherst, MA","BA Main","43315.83611111111"
"43315.71041666667","3.0","3 h ","Town of Amherst, MA","SP Main","43315.83541666667"
"43315.711805555555","0.25","15 m ","Town of Amherst, MA","BA Main","43315.72222222222"
"43315.708333333336","1.0","1 h ","Town of Amherst, MA","BA Main","43315.75"
"43315.70694444444","1.85","1 h 51 m ","Town of Amherst, MA","BA Main","43315.78402777778"
"43315.70625","3.75","3 h 45 m ","Town of Amherst, MA","SP Main","43315.8625"
"43315.70486111111","1.0","1 h ","Town of Amherst, MA","SP Main","43315.74652777778"
"43315.705555555556","0.25","15 m ","Town of Amherst, MA","BA Main","43315.71597222222"
"43315.70486111111","2.25","2 h 15 m ","Town of Amherst, MA","BA Main","43315.79861111111"
"43315.70347222222","1.25","1 h 15 m ","Town of Amherst, MA","SP Main","43315.75555555556"
"43315.70347222222","1.3","1 h 18 m ","Town of Amherst, MA","BA Main","43315.75763888889"
"43315.70208333333","2.75","2 h 45 m ","Town of Amherst, MA","BA Main","43315.816666666666"
"43315.70138888889","1.75","2 h 15 m ","Town of Amherst, MA","SP Main","43315.794444444444"
"43315.700694444444","0.5","30 m ","Town of Amherst, MA","SP Main","43315.72152777778"
"43315.69652777778","1.5","1 h 30 m ","Town of Amherst, MA","SP Main","43315.75902777778"
"43315.69305555556","1.25","1 h 15 m ","Town of Amherst, MA","BA Main","43315.74513888889"
"43315.691666666666","2.25","2 h 15 m ","Town of Amherst, MA","BA Main","43315.785416666666"
"43315.68958333333","0.5","30 m ","Town of Amherst, MA","BA Main","43315.71041666667"
"43315.6875","2.0","2 h ","Town of Amherst, MA","SP Main","43315.770833333336"
"43315.68472222222","1.0","1 h ","Town of Amherst, MA","BA Main","43315.72638888889"
"43315.68263888889","3.25","3 h 15 m ","Town of Amherst, MA","BA Main","43315.81805555556"
"43315.67569444444","0.25","15 m ","Town of Amherst, MA","SP Main","43315.686111111114"
"43315.674305555556","0.25","15 m ","Town of Amherst, MA","BA Main","43315.68472222222"
"43315.67083333333","0.5","30 m ","Town of Amherst, MA","BA Main","43315.691666666666"
"43315.66875","0.25","15 m ","Town of Amherst, MA","BA Main","43315.67916666667"
"43315.66805555556","0.75","45 m ","Town of Amherst, MA","BA Main","43315.69930555556"
"43315.66458333333","0.5","30 m ","Town of Amherst, MA","SP Main","43315.68541666667"
"43315.660416666666","1.5","1 h 30 m ","Town of Amherst, MA","BA Main","43315.722916666666"
"43315.65416666667","0.5","30 m ","Town of Amherst, MA","BA Main","43315.675"
"43315.65347222222","0.5","30 m ","Town of Amherst, MA","BA Main","43315.674305555556"
"43315.652083333334","2.0","2 h ","Town of Amherst, MA","BA Main","43315.73541666667"
"43315.65069444444","1.0","1 h ","Town of Amherst, MA","SP Main","43315.69236111111"
"43315.646527777775","1.0","1 h ","Town of Amherst, MA","SP Main","43315.68819444445"
"43315.64027777778","1.0","1 h ","Town of Amherst, MA","BA Main","43315.68194444444"
"43315.63055555556","1.25","1 h 15 m ","Town of Amherst, MA","SP Main","43315.68263888889"
"43315.62777777778","0.25","45 m ","Town of Amherst, MA","BA Main","43315.645833333336"
"43315.625","2.0","2 h ","Town of Amherst, MA","SP Main","43315.708333333336"
"43315.62430555555","0.75","45 m ","Town of Amherst, MA","SP Main","43315.65555555555"
"43315.62430555555","0.25","15 m ","Town of Amherst, MA","BA Main","43315.634722222225"
"43315.62222222222","1.25","1 h 15 m ","Town of Amherst, MA","BA Main","43315.674305555556"
"43315.614583333336","0.5","30 m ","Town of Amherst, MA","BA Main","43315.635416666664"
"43315.61041666667","0.3","18 m ","Town of Amherst, MA","BA Main","43315.62291666667"
"43315.60833333333","2.5","2 h 30 m ","Town of Amherst, MA","SP Main","43315.7125"
"43315.606944444444","1.5","1 h 30 m ","Town of Amherst, MA","BA Main","43315.669444444444"
"43315.60555555556","0.5","30 m ","Town of Amherst, MA","BA Main","43315.626388888886"
"43315.60277777778","1.1","1 h 6 m ","Town of Amherst, MA","BA Main","43315.64861111111"
"43315.59930555556","0.75","45 m ","Town of Amherst, MA","BA Main","43315.63055555556"
"43315.59861111111","1.0","1 h ","Town of Amherst, MA","SP Main","43315.64027777778"
"43315.597916666666","1.75","1 h 45 m ","Town of Amherst, MA","SP Main","43315.67083333333"
"43315.597916666666","0.5","30 m ","Town of Amherst, MA","BA Main","43315.61875"
"43315.59583333333","1.25","1 h 15 m ","Town of Amherst, MA","BA Main","43315.64791666667"
"43315.595138888886","1.0","1 h ","Town of Amherst, MA","BA Main","43315.63680555556"
"43315.59375","1.25","1 h 15 m ","Town of Amherst, MA","SP Main","43315.645833333336"
"43315.592361111114","2.5","2 h 30 m ","Town of Amherst, MA","SP Main","43315.69652777778"
"43315.59097222222","1.0","1 h ","Town of Amherst, MA","SP Main","43315.63263888889"
"43315.59027777778","3.5","3 h 30 m ","Town of Amherst, MA","SP Main","43315.73611111111"
"43315.5875","2.5","2 h 30 m ","Town of Amherst, MA","SP Main","43315.691666666666"
"43315.586805555555","0.85","51 m ","Town of Amherst, MA","BA Main","43315.62222222222"
"43315.583333333336","2.25","2 h 15 m ","Town of Amherst, MA","BA Main","43315.677083333336"
"43315.58194444444","3.0","3 h ","Town of Amherst, MA","BA Main","43315.70694444444"
"43315.58125","4.0","4 h ","Town of Amherst, MA","BA Main","43315.74791666667"
"43315.57986111111","0.55","33 m ","Town of Amherst, MA","BA Main","43315.60277777778"
"43315.57777777778","1.25","1 h 15 m ","Town of Amherst, MA","SP Main","43315.62986111111"
"43315.57708333333","3.25","3 h 15 m ","Town of Amherst, MA","BA Main","43315.7125"
"43315.572916666664","0.5","30 m ","Town of Amherst, MA","BA Main","43315.59375"
"43315.572222222225","0.5","30 m ","Town of Amherst, MA","BA Main","43315.59305555555"
"43315.57083333333","1.0","1 h ","Town of Amherst, MA","BA Main","43315.6125"
"43315.56458333333","1.0","1 h ","Town of Amherst, MA","SP Main","43315.60625"
"43315.55902777778","1.0","1 h ","Town of Amherst, MA","SP Main","43315.600694444445"
"43315.55902777778","0.25","15 m ","Town of Amherst, MA","BA Main","43315.569444444445"
"43315.55694444444","1.0","1 h ","Town of Amherst, MA","SP Main","43315.59861111111"
"43315.555555555555","1.0","1 h ","Town of Amherst, MA","SP Main","43315.59722222222"
"43315.555555555555","1.0","1 h ","Town of Amherst, MA","BA Main","43315.59722222222"
"43315.54722222222","2.0","2 h ","Town of Amherst, MA","BA Main","43315.63055555556"
"43315.54583333333","2.0","2 h ","Town of Amherst, MA","BA Main","43315.629166666666"
"43315.54513888889","1.25","1 h 15 m ","Town of Amherst, MA","BA Main","43315.59722222222"
"43315.54375","1.75","3 h 15 m ","Town of Amherst, MA","BA Main","43315.643055555556"
"43315.541666666664","1.5","1 h 30 m ","Town of Amherst, MA","SP Main","43315.604166666664"
"43315.54236111111","1.25","1 h 15 m ","Town of Amherst, MA","BA Main","43315.59444444445"
"43315.53958333333","1.5","1 h 30 m ","Town of Amherst, MA","BA Main","43315.60208333333"
"43315.53888888889","0.5","30 m ","Town of Amherst, MA","SP Main","43315.55972222222"
"43315.52916666667","1.25","1 h 15 m ","Town of Amherst, MA","SP Main","43315.58125"
"43315.527083333334","0.3","18 m ","Town of Amherst, MA","SP Main","43315.53958333333"
"43315.52291666667","1.5","1 h 30 m ","Town of Amherst, MA","BA Main","43315.58541666667"
"43315.521527777775","2.0","2 h ","Town of Amherst, MA","BA Main","43315.60486111111"
"43315.520833333336","1.05","1 h 3 m ","Town of Amherst, MA","BA Main","43315.56458333333"
"43315.51736111111","2.0","2 h ","Town of Amherst, MA","BA Main","43315.600694444445"
"43315.51597222222","2.0","2 h ","Town of Amherst, MA","BA Main","43315.59930555556"
